serid,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
217031690,1,1,,,1,1,,,1,,,,,,,,,1,1,,Female,25-29 years    (27.0),"White, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,West,28,0.678390026,0.67839,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217010293,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Male,30-34 years    (32.0),"Other, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,34,1.219969988,1.21997,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,India, 
217001205,2,2,5,1,1,1,3,2,5,2,2,2,4,0,5,15,1,10,1,2,Male,50-54 years    (52.0),"White, Non-Hispanic",Bachelor's degree,92.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),Two,One,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,52,0.836149991,0.83615,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217027985,1,5,1,1,2,5,2,2,2,0,3,2,2,1,0,2,1,0,1,10,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,"$75,000 to $84,999  (80)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,30,0.591139972,0.59114,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217037217,,,,,,,,,1,,1,,,,,,,1,,,Male,30-34 years    (32.0),Hispanic,Associate degree,"$75,000 to $84,999  (80)",Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,30,1.538179994,1.53818,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217037867,,,,,,,,,,,,,,,,,,,,,Male,60-64 years    (62.0),"Black, Non-Hispanic",Associate degree,2.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A building with 2 or more apartments,No,MidWest,61,2.012340069,2.01234,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217000959,1,2,1,1,,,,,1,,1,,,1,1,,,,1,,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,"$40,000 to $49,999  (45)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,56,0.732729971,0.73273,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217014741,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Female,30-34 years    (32.0),"White, Non-Hispanic",HS grad,67.5,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,West,30,0.814100027,0.8141,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217033462,0,1,0,0,0,2,1,2,2,0,1,0,2,3,1,0,0,0,1,0,Male,22.5,"2+ Races, Non-Hispanic","Some college, no degree",137.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,21,0.538100004,0.5381,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005049,,,,,,,,,,,,,50,4,2,5,3,1,5,2,Male,30-34 years    (32.0),"White, Non-Hispanic","Some college, no degree","$50,000 to $59,999  (55)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,30,0.795239985,0.79524,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217011969,2,1,2,1,1,1,1,1,1,1,1,1,,,,,,,,,Female,25-29 years    (27.0),"Other, Non-Hispanic",Bachelor's degree,17.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,None,One,One,Yes,No,No,Yes,No,Yes,Working - self-employed,Rented for cash,A building with 2 or more apartments,Yes,MidWest,29,1.430999994,1.431,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Korea, 
217008966,1,2,1,1,2,2,1,0,2,1,1,1,1,1,2,1,0,1,2,1,Male,30-34 years    (32.0),"White, Non-Hispanic",HS grad,92.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,31,0.754980028,0.75498,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021529,2,5,2,2,3,3,6,4,3,2,2,1,15,3,2,5,0,2,4,0,Female,40-44 years    (42.0),"2+ Races, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Six,Three,Two,One,None,None,Three,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,43,0.40090999,0.40091,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217009019,2,1,,,,1,,1,,,1,,,,1,,,,3,,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,55,0.671599984,0.6716,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217020879,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Male,35-39 years    (37.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,West,37,0.753009975,0.75301,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217012028,1,2,1,,,,1,,2,1,2,1,,1,2,2,3,1,2,1,Female,45-49 years    (47.0),Hispanic,Less than HS graduate,8.75,Married,Someone else's name only,Four,Three,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - self-employed,Occupied without payment of cash rent,A one-family house detached from any other house,Yes,South,46,2.064179897,2.06418,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217003076,,,,,,,,,,,,,,,,,,,,,Male,30-34 years    (32.0),Hispanic,Less than HS graduate,67.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Occupied without payment of cash rent,A building with 2 or more apartments,Yes,MidWest,31,1.389170051,1.38917,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217001436,2,3,4,5,0,1,3,1,3,2,3,0,,,8,4,,2,2,2,Female,30-34 years    (32.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,32,0.680159986,0.68016,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217019076,1,4,1,1,1,1,0,1,0,1,1,0,7,1,1,2,1,0,2,1,Female,25-29 years    (27.0),"White, Non-Hispanic",Associate degree,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,Two,None,None,Two,Yes,No,Yes,No,Yes,Yes,Not working - other,Rented for cash,A one-family house detached from any other house,Yes,South,29,0.930230021,0.93023,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217033736,,,,,,,,,,,,,,,,,,,,,Male,25-29 years    (27.0),"Black, Non-Hispanic",HS grad,"$75,000 to $84,999  (80)",Never married,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,28,1.523020029,1.52302,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217032874,1,2,1,1,0,2,2,0,1,0,0,0,0,0,2,3,1,0,3,2,Female,35-39 years    (37.0),Hispanic,"Some college, no degree",162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,37,1.199319959,1.19932,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001752,2,2,2,,2,2,2,1,,,,,,,,,,6,1,,Female,35-39 years    (37.0),Hispanic,"Some college, no degree",27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,38,1.57931006,1.57931,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217037861,1,3,3,0,3,5,2,1,1,2,4,0,3,1,1,10,2,0,4,1,Female,22.5,"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Living with partner,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,24,0.624849975,0.62485,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217010451,2,1,1,1,1,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,Male,22.5,"Other, Non-Hispanic","Some college, no degree",32.5,Married,Someone else's name only,Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Occupied without payment of cash rent,A one-family house attached to one or more houses,Yes,MidWest,23,2.011889935,2.01189,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217016260,,1,,,,,,,1,1,,,,,,,,1,,,Male,60-64 years    (62.0),"White, Non-Hispanic",Less than HS graduate,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,62,1.334030032,1.33403,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217019629,2,3,1,2,1,3,4,2,2,5,3,1,1,0,3,10,0,1,1,0,Male,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,MidWest,30,0.58367002,0.58367,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217023270,5,4,2,5,2,3,2,4,5,6,2,2,3,1,6,1,2,3,6,8,Female,60-64 years    (62.0),"White, Non-Hispanic","Some college, no degree",27.5,Divorced,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,No,West,64,1.119120002,1.11912,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217025310,1,1,1,4,3,0,1,0,0,2,1,0,5,1,1,20,0,0,3,0,Female,30-34 years    (32.0),"White, Non-Hispanic","Some college, no degree",2.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,33,0.923690021,0.92369,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217020956,1,,1,,1,,1,1,,,,,,,,,,,,,Male,70-74 years    (72.0),"White, Non-Hispanic",Associate degree,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Rented for cash,A one-family house attached to one or more houses,Yes,South,73,1.106789947,1.10679,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217027350,,,,,,,,,,,,,,,,,,,,,Male,35-39 years    (37.0),"Black, Non-Hispanic",Associate degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,NorthEast,39,1.414649963,1.41465,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Jamaica, 
217009451,0,1,1,0,0,0,1,0,1,1,1,0,4,0,1,1,0,0,1,0,Female,22.5,Hispanic,"Some college, no degree","$175,000 or more  (175)",Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,24,1.297799945,1.2978,"Other, please specify",I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217019220,5,1,0,1,10,3,7,20,1,5,7,1,0,0,0,0,0,1,5,3,Female,18-20 years    (19.0),"White, Non-Hispanic",HS grad,67.5,Never married,Someone else's name only,Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,19,0.672710001,0.67271,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217007538,,,,,,,,,,,,,,,,,,,,,Female,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,112.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,NorthEast,33,0.601629972,0.60163,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021012,5,2,5,2,2,2,4,1,4,0,4,3,3,1,20,5,2,4,0,0,Male,40-44 years    (42.0),"White, Non-Hispanic",HS grad,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,43,0.688250005,0.68825,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Other,Israel
217033018,3,,1,1,3,2,2,1,2,4,2,,0,0,2,1,0,0,2,0,Male,25-29 years    (27.0),Hispanic,Associate degree,"$50,000 to $59,999  (55)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,29,1.741729975,1.74173,Gay,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217031407,3,2,1,1,1,1,3,1,2,1,1,2,2,1,,,1,4,1,,Male,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,Two,None,None,Two,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,47,0.968360007,0.96836,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005828,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,Male,50-54 years    (52.0),Hispanic,Less than HS graduate,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Seven,Five,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,53,1.680600047,1.6806,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217024868,0,3,2,3,1,1,1,1,2,1,1,0,1,0,3,2,0,2,2,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Associate degree,92.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,South,34,0.787940025,0.78794,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217030685,0,1,0,0,1,1,1,0,2,1,3,1,2,1,1,1,1,0,0,0,Female,18-20 years    (19.0),"White, Non-Hispanic",Less than HS graduate,67.5,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A one-family house detached from any other house,Yes,South,18,0.863430023,0.86343,"Other, please specify",I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217031378,1,1,7,2,3,2,2,5,3,1,4,0,18,5,0,6,2,2,2,2,Female,18-20 years    (19.0),"White, Non-Hispanic",Associate degree,92.5,Never married,Someone else's name only,Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,20,0.736000001,0.736,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217009058,,,,,,,,1,,1,,,1,1,,,,,,,Female,65-69 years    (67.0),"White, Non-Hispanic",HS grad,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,66,0.964219987,0.96422,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217006367,2,2,3,1,1,1,0,1,0,1,1,0,0,2,1,3,20,0,1,0,Female,30-34 years    (32.0),"2+ Races, Non-Hispanic",Bachelor's degree,112.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,31,0.293570012,0.29357,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217033426,1,4,1,1,1,2,2,1,1,1,0,1,2,1,20,30,3,1,1,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Master's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,Two,None,None,Two,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,42,0.510280013,0.51028,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217003873,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,Female,40-44 years    (42.0),"White, Non-Hispanic",HS grad,32.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,NorthEast,44,0.72676003,0.72676,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217037600,1,2,1,0,2,1,1,2,1,1,1,0,0,0,1,1,0,0,1,0,Female,18-20 years    (19.0),"White, Non-Hispanic","Some college, no degree","$175,000 or more  (175)",Never married,Someone else's name only,Five,Four,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,18,0.852630019,0.85263,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217013657,1,3,2,1,1,2,2,2,1,1,1,1,1,1,0,1,0,1,1,0,Male,30-34 years    (32.0),Hispanic,Associate degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,South,33,1.572309971,1.57231,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217005428,,1,2,1,,,,,,,,,,,6,,,40,,,Male,50-54 years    (52.0),"White, Non-Hispanic",HS grad,11.25,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Rented for cash,A building with 2 or more apartments,No,South,53,1.32099998,1.321,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005585,,1,,1,,1,2,,,,,,,2,,,1,1,1,2,Female,30-34 years    (32.0),"White, Non-Hispanic","Some college, no degree",32.5,Married,Someone else's name only,Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,31,1.116330028,1.11633,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217024661,1,,1,1,,1,,,,,,,,,1,2,,1,1,2,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,"$40,000 to $49,999  (45)",Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,26,0.681729972,0.68173,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005026,2,4,4,2,5,0,9,4,4,7,8,1,2,0,1,2,3,0,1,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,30,0.538900018,0.5389,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217031344,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,15,0,0,0,0,Male,30-34 years    (32.0),Hispanic,Professional or Doctorate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,30,1.152269959,1.15227,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217004780,1,3,3,5,2,1,3,2,2,4,7,0,4,1,4,2,0,2,4,0,Female,22.5,"White, Non-Hispanic",Associate degree,6.25,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - self-employed,Rented for cash,A one-family house attached to one or more houses,Yes,West,23,0.967450023,0.96745,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217027977,1,,,,1,,2,,,1,1,,,,1,,,,,,Male,22.5,"Black, Non-Hispanic","Some college, no degree",112.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Seven,Six,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,24,1.718999982,1.719,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217007829,1,2,1,3,0,2,1,1,3,2,0,0,8,0,0,0,0,1,3,0,Female,22.5,"Black, Non-Hispanic","Some college, no degree",22.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,South,23,1.820230007,1.82023,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018571,,,,,,,,,3,,,,,,,,,,,,Male,25-29 years    (27.0),"White, Non-Hispanic",Less than HS graduate,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,27,1.391839981,1.39184,,,,,, 
217012534,1,1,1,1,1,1,1,0,1,1,1,0,3,0,0,0,1,0,1,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A building with 2 or more apartments,Yes,West,26,0.602429986,0.60243,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217022172,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,75 and over    (77.0),"2+ Races, Non-Hispanic",Less than HS graduate,2.5,Never married,Someone else's name only,Four,One,None,None,Three,None,Three,Yes,No,No,Yes,No,Yes,Not working - on temporary layoff from a job,Rented for cash,A building with 2 or more apartments,No,MidWest,93,0.685350001,0.68535,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217014285,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Female,25-29 years    (27.0),"2+ Races, Non-Hispanic",HS grad,2.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Three,One,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Not working - other,Rented for cash,A building with 2 or more apartments,No,West,29,0.433230013,0.43323,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217009555,,,,,,,,,,,,,,,,,,,,,Male,65-69 years    (67.0),"White, Non-Hispanic",Associate degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Rented for cash,A one-family house detached from any other house,Yes,West,68,0.895120025,0.89512,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021047,0,0,,1,0,0,1,0,0,0,0,0,5,5,5,3,5,4,1,3,Male,18-20 years    (19.0),"2+ Races, Non-Hispanic",Less than HS graduate,13.75,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A one-family house detached from any other house,Yes,MidWest,18,0.624930024,0.62493,Gay,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217032964,,1,,,,,,1,,2,,,,,,1,,2,1,,Male,30-34 years    (32.0),"Other, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,31,1.078070045,1.07807,Gay,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
