case_id,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Unemployed,Food_Stamps,Multiple_Job,Load_Debt,No_Health_Insurance,Active_Military,Veteran,Immigrant,Gay,Single_Parent,Black,Non_Religious,Evangelical,Muslims,Incarcerated,Abortion,Injured_Military,Miscarriage,Partner_Abuse,Sexual_Assault,Mental_Health,Heart_Disease,Diabetes,Allergy_Peanut,Allergy_Tree_Nu,Allergy_Lettuce,Allergy_Gluten,Allergy_Water,Cancer_Breast,Cancer_Prostate,Leukemia,Cancer_Lung,Cancer_Colon,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20064,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
759,8,3,2,1,1,2,2,2,2,2,2,3,0,3,2,5,1,3,11,2,2,3,2,3,3,0,20,0,7,2,2,3,0,0,0,1,5,7,5,3,3,3,3,0,0,0,0,0,5,0,1,0,1,Female,65-69 years    (67.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,68,1.279899955,1.2799,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
760,4,3,3,1,2,1,2,1,2,1,1,1,0,1,0,0,1,1,1,1,10,0,3,4,0,1,5,0,2,1,5,50,2,0,1,0,1,2,4,0,3,3,2,1,1,0,0,0,0,0,0,0,0,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,55,0.709259987,0.70926,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
761,1,3,2,0,1,2,2,1,2,1,2,0,3,1,0,50,2,0,1,0,0,1,1,60,5,1,1,10,5,5,100,25,100,2,1,1,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,Female,35-39 years    (37.0),"Black, Non-Hispanic",Professional or Doctorate degree,112.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,36,0.937829971,0.93783,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
762,8,3,2,1,3,4,4,2,2,1,3,2,2,1,2,2,2,5,2,0,9,2,3,5,9,3,8,7,6,8,6,2,0,4,2,6,5,7,4,6,2,3,8,3,0,0,0,0,9,4,4,2,5,Female,50-54 years    (52.0),Hispanic,HS grad,92.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,54,1.429340005,1.42934,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
763,1,4,3,2,5,1,3,2,5,2,4,1,25,1,1,0,2,1,3,2,6,2,10,50,2,3,6,3,20,3,10,3,25,4,0,0,1,1,1,1,1,3,2,1,0,0,1,0,0,0,0,0,0,Female,22.5,"White, Non-Hispanic","Some college, no degree",27.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,No,MidWest,22,1.122449994,1.12245,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
764,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,1,1,,,,,1,,1,,,Female,40-44 years    (42.0),"Other, Non-Hispanic",Less than HS graduate,92.5,Married,Someone else's name only,Four,Two,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,41,1.48961997,1.48962,Heterosexual or straight,No,I have never served in the military,No,Not asked,Not asked, 
765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,30-34 years    (32.0),"Black, Non-Hispanic",Less than HS graduate,2.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Occupied without payment of cash rent,A building with 2 or more apartments,No,NorthEast,33,1.877660036,1.87766,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
766,,1,,,,,3,,1,1,1,,20,5,15,1,,,1,,2,5,5,5,20,0,4,15,2,4,8,25,100,3,2,0,0,1,4,2,2,1,4,1,0,0,1,0,2,1,1,,,Male,25-29 years    (27.0),"White, Non-Hispanic",Professional or Doctorate degree,112.5,Never married,Someone else's name only,Five,Four,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,29,0.724969983,0.72497,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
767,2,6,2,2,4,0,2,0,2,1,1,0,0,15,0,2,0,0,1,2,5,2,5,50,5,0,0,5,20,2,10,5,0,0,0,5,0,5,5,5,1,1,10,10,10,0,10,0,5,0,0,0,1,Male,35-39 years    (37.0),"White, Non-Hispanic",Master's degree,"$75,000 to $84,999  (80)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,39,0.564930022,0.56493,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
768,1,2,1,3,3,2,2,0,0,0,1,1,9,5,0,1,0,0,1,0,0,0,2,3,0,1,4,0,4,0,8,10,5,0,0,2,1,4,0,0,1,3,2,2,1,,2,,,,,1,,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - on temporary layoff from a job,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,43,0.591139972,0.59114,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
769,1,4,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,15,0,0,2,10,10,1,1,50,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Male,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,NorthEast,48,0.834900022,0.8349,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
770,1,0,0,1,0,2,0,1,0,1,0,0,2,8,1,1,2,0,1,0,5,0,5,60,0,1,3,5,4,9,2,80,2,2,0,0,1,0,2,3,5,1,0,0,0,0,1,0,0,0,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,"$40,000 to $49,999  (45)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Rented for cash,A one-family house attached to one or more houses,Yes,West,25,0.765569985,0.76557,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
771,1,2,0,1,1,1,1,0,2,2,1,1,0,1,3,0,0,0,2,5,1,1,0,1,3,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",HS grad,"$40,000 to $49,999  (45)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,26,1.023110032,1.02311,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,30-34 years    (32.0),"Other, Non-Hispanic",Less than HS graduate,8.75,Never married,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A building with 2 or more apartments,No,West,32,1.949620008,1.94962,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
773,1,1,2,1,3,,3,,2,,4,2,,,1,,1,,1,1,1,,1,,,2,8,,5,,5,,,,,1,,,,,,,,,,,,,2,1,,,,Male,55-59 years    (57.0),"White, Non-Hispanic",Bachelor's degree,137.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,57,0.836149991,0.83615,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
774,2,,,,1,,1,,1,,,,4,,1,2,,,1,,,,,,,,8,2,2,,,,5,,,,,,1,,,,,,,,,,,,,,,Female,70-74 years    (72.0),"White, Non-Hispanic",Master's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,71,0.738619983,0.73862,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
775,11,1,4,,1,2,,,,1,,,6,4,,4,3,,5,,0,2,1,0,,,1,4,0,2,10,3,6,0,0,0,3,3,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,Female,70-74 years    (72.0),"2+ Races, Non-Hispanic",Bachelor's degree,17.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,72,0.581960022,0.58196,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
776,5,1,2,3,1,2,3,2,1,1,0,1,6,2,1,1,0,1,1,0,3,0,1,1,7,1,5,7,3,4,9,10,35,0,0,0,2,5,1,1,6,5,5,1,0,0,1,0,3,1,1,1,0,Female,50-54 years    (52.0),"White, Non-Hispanic",Professional or Doctorate degree,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,51,0.781069994,0.78107,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
777,,,,,,,1,,,,,,,,,,1,,,,,,1,2,,1,,,,,1,,2,,,,,1,,,1,1,3,,,,,,1,,,,,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,57,0.75999999,0.76,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
778,3,4,3,1,5,4,4,3,1,1,2,0,8,2,5,0,2,3,5,0,1,0,1,2,8,2,4,1,3,4,7,5,3,0,0,4,2,4,1,0,4,3,6,1,0,0,1,0,6,1,1,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Associate degree,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,43,1.023200035,1.0232,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
779,2,1,3,2,1,1,3,1,1,1,0,1,0,0,0,1,0,0,0,0,,3,,1,,1,,2,1,1,2,,2,0,0,0,25,2,3,2,,,4,1,1,0,0,0,0,1,0,1,0,Male,60-64 years    (62.0),"2+ Races, Non-Hispanic",HS grad,37.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,63,0.475710005,0.47571,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
780,,,1,,,,1,,,,,,,,,,2,,,,,2,1,,,,2,,,,20,,,,,1,,,,,5,1,,,,,,,1,,,,,Male,65-69 years    (67.0),"Black, Non-Hispanic","Some college, no degree",67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,No,South,65,1.754680037,1.75468,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
781,3,2,5,1,0,1,1,0,2,1,1,1,1,0,5,1,0,2,2,1,5,4,2,5,2,5,5,0,2,4,5,25,2,0,0,1,2,2,2,0,2,6,5,1,0,0,1,0,2,1,2,2,2,Male,70-74 years    (72.0),"White, Non-Hispanic",HS grad,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,73,0.857640028,0.85764,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
782,1,2,1,0,1,2,0,1,1,0,0,1,0,0,0,2,0,1,1,0,2,0,0,1,0,0,75,0,1,0,0,6,0,0,0,0,30,1,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,Male,35-39 years    (37.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,38,1.002150059,1.00215,Bisexual,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
783,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,2,1,2,10,8,0,4,1,8,20,6,0,0,0,0,4,15,4,8,4,2,0,0,0,0,0,2,0,0,0,0,Male,50-54 years    (52.0),"White, Non-Hispanic","Some college, no degree",27.5,Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Rented for cash,A one-family house detached from any other house,Yes,South,52,1.579020023,1.57902,Heterosexual or straight,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
784,0,1,2,0,1,0,0,0,0,0,0,1,1,2,1,3,0,1,1,0,0,0,0,5,0,1,3,1,0,1,1,100,50,0,0,0,0,2,0,0,0,0,1,3,2,0,1,0,2,2,0,0,0,Male,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,37.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,None,None,Three,None,Three,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,31,0.636789978,0.63679,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
785,1,5,2,3,1,2,0,1,3,2,2,4,2,2,5,6,3,1,1,0,2,2,2,6,2,5,5,3,0,2,2,2,2,2,1,2,3,3,2,3,0,2,3,0,0,0,0,0,2,2,0,0,2,Male,22.5,"Black, Non-Hispanic",Less than HS graduate,32.5,Never married,Someone else's name only,Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,21,1.902050018,1.90205,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
786,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,3,0,3,10,0,0,0,1,1,2,1,1,1,6,4,1,0,0,0,0,1,1,1,5,1,Female,55-59 years    (57.0),"White, Non-Hispanic",Less than HS graduate,27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,56,0.971639991,0.97164,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
787,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,1,0,4,0,0,3,15,5,,0,0,0,1,0,1,1,2,1,3,0,1,0,0,0,1,0,0,,0,Female,35-39 years    (37.0),"Black, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A building with 2 or more apartments,No,South,39,1.022480011,1.02248,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
788,2,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,2,1,1,1,0,2,5,0,1,1,1,0,1,0,0,1,2,0,0,0,1,0,4,1,0,0,0,Female,65-69 years    (67.0),"White, Non-Hispanic",HS grad,"$40,000 to $49,999  (45)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,MidWest,67,1.00067997,1.00068,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
789,1,2,3,3,1,2,2,1,1,0,1,0,1,1,0,1,0,1,2,1,0,0,0,5,0,2,1,2,1,0,3,10,20,1,0,0,1,5,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,32,0.591139972,0.59114,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
790,5,15,8,2,6,8,6,3,1,1,4,2,5,5,10,7,100,1,6,1,30,50,15,100,0,50,100,6,25,25,100,100,100,0,6,3,0,25,15,50,100,10,10,0,0,0,0,0,0,0,0,0,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,37.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,33,0.575179994,0.57518,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
791,2,2,1,1,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,4,6,8,0,0,0,2,0,1,0,0,1,3,0,0,0,0,0,1,1,0,1,0,Male,60-64 years    (62.0),"Other, Non-Hispanic",Less than HS graduate,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,64,1.710409999,1.71041,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
792,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,7,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,MidWest,63,0.722880006,0.72288,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
793,1,1,1,2,0,1,1,0,2,1,0,1,1,2,2,0,0,0,5,0,0,0,4,2,1,3,6,0,0,3,8,,,0,0,0,2,1,0,1,0,8,4,0,0,0,0,0,1,2,,,,Female,70-74 years    (72.0),"White, Non-Hispanic",HS grad,92.5,Living with partner,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,72,0.987089992,0.98709,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
794,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,25,3,2,2,30,1,2,0,1,12,3,10,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Female,45-49 years    (47.0),"White, Non-Hispanic",HS grad,32.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,46,1.148450017,1.14845,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
795,,,3,,,2,1,,,,1,,20,,1,,1,,,,,,,3,,,5,1,1,1,2,,,,,1,,3,1,1,,,1,,,,,,1,,,,1,Male,40-44 years    (42.0),"White, Non-Hispanic",Professional or Doctorate degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,43,0.654449999,0.65445,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
796,,,,1,,,,1,,1,,,,,,,,,,,,,,2,,,,,,,1,,20,,,,1,1,,,1,,,,1,,,,,,,,,Female,35-39 years    (37.0),"White, Non-Hispanic",Bachelor's degree,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,36,0.644940019,0.64494,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
797,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",HS grad,67.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A one-family house detached from any other house,Yes,West,29,0.827440023,0.82744,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
798,3,1,1,0,2,1,2,5,3,3,1,1,3,4,1,0,1,2,2,0,1,0,4,6,0,2,4,0,2,3,0,10,5,0,0,0,0,2,1,1,6,2,2,1,1,0,2,0,2,0,0,0,0,Female,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,49,0.658810019,0.65881,Bisexual,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
799,1,2,2,2,1,2,1,1,3,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,6,4,1,1,12,1,0,3,0,1,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,Female,55-59 years    (57.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,56,0.674430013,0.67443,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
800,1,,1,,,,1,,,,,1,,,3,1,,,,,1,,,,,,8,3,2,1,,2,,,,,1,,1,,,1,2,,,,,,,1,,,,Female,70-74 years    (72.0),"White, Non-Hispanic",Master's degree,37.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,72,0.933539987,0.93354,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
801,1,3,0,0,4,0,0,2,5,2,1,0,6,0,2,0,1,2,0,2,0,0,2,20,0,0,3,0,5,7,100,100,0,8,5,2,0,0,0,0,2,5,0,1,0,0,0,0,1,0,0,1,0,Male,18-20 years    (19.0),"White, Non-Hispanic","Some college, no degree","$50,000 to $59,999  (55)",Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,South,20,1.107560039,1.10756,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
802,1,0,2,0,0,1,2,1,2,0,1,0,2,0,0,1,0,3,2,0,6,2,3,0,6,2,2,1,4,5,20,3,4,8,6,6,0,4,1,6,1,1,3,4,1,0,3,0,0,0,0,0,0,Male,40-44 years    (42.0),Hispanic,Less than HS graduate,2.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A building with 2 or more apartments,No,MidWest,42,1.861199975,1.8612,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
803,1,2,1,1,0,0,0,1,1,1,1,1,3,2,3,3,1,4,3,1,0,0,0,4,0,2,10,2,3,2,10,10,10,0,0,3,1,4,0,0,1,1,4,0,0,0,0,0,2,1,0,1,1,Male,35-39 years    (37.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,Two,None,None,Two,Yes,No,Yes,No,Yes,Yes,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,38,0.771719992,0.77172,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
804,,,,,,,,,,,1,,,,,,,,1,2,,,2,,2,1,10,,1,,5,6,,,,,3,1,,,,,,,1,,,,1,,,,1,Male,40-44 years    (42.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,44,0.77798003,0.77798,Heterosexual or straight,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
